1 1 0.162435 0.153593 
1 2 -0.061176 -0.057479 
1 3 -0.052817 -0.045608 
1 4 -0.107297 -0.106600 
1 5 0.086541 0.091593 
1 6 -0.230154 -0.231542 
1 7 0.174481 0.163237 
1 8 -0.076121 -0.068525 
1 9 0.031904 0.044354 
1 10 -0.024937 -0.034097 
1 11 0.146211 0.141146 
1 12 -0.206014 -0.219076 
1 13 -0.032242 -0.031771 
1 14 -0.038405 -0.035349 
1 15 0.113377 0.107501 
1 16 -0.109989 -0.109941 
1 17 -0.017243 -0.023473 
1 18 -0.087786 -0.083130 
1 19 0.004221 0.025707 
1 20 0.058282 0.062470 
1 21 -0.110062 -0.116582 
1 22 0.114472 0.143565 
1 23 0.090159 0.078399 
1 24 0.050249 0.032900 
1 25 0.090086 0.098741 
1 26 -0.068373 -0.076449 
1 27 -0.012289 -0.012134 
1 28 -0.093577 -0.095521 
1 29 -0.026789 -0.041599 
1 30 0.053036 0.022793 
1 31 -0.069166 -0.044095 
1 32 -0.039675 -0.053538 
1 33 -0.068717 -0.048001 
1 34 -0.084521 -0.085411 
1 35 -0.067125 -0.062609 
1 36 -0.001266 -0.003307 
1 37 -0.111731 -0.100315 
1 38 0.023442 0.001070 
1 39 0.165980 0.174015 
1 40 0.074204 0.066570 
1 41 -0.019184 -0.016362 
1 42 -0.088763 -0.098206 
1 43 -0.074716 -0.097399 
1 44 0.169245 0.188779 
1 45 0.005081 -0.016836 
1 46 -0.063700 -0.063884 
1 47 0.019092 0.023705 
1 48 0.210026 0.225998 
1 49 0.012016 0.008716 
1 50 0.061720 0.080524 
1 51 0.030017 0.025645 
1 52 -0.035225 -0.041401 
1 53 -0.114252 -0.110012 
1 54 -0.034934 -0.043527 
1 55 -0.020889 0.002809 
1 56 0.058662 0.053448 
1 57 0.083898 0.061743 
1 58 0.093110 0.106034 
1 59 0.028559 0.035195 
1 60 0.088514 0.087694 
1 61 -0.075440 -0.090819 
1 62 0.125287 0.111644 
1 63 0.051293 0.054313 
1 64 -0.029809 -0.027239 
1 65 0.048852 0.062004 
1 66 -0.007557 -0.000596 
1 67 0.113163 0.123824 
1 68 0.151982 0.150848 
1 69 0.218558 0.218737 
1 70 -0.139650 -0.148966 
1 71 -0.144411 -0.152460 
1 72 -0.050447 -0.042472 
1 73 0.016004 0.028236 
1 74 0.087617 0.095316 
1 75 0.031563 0.029143 
1 76 -0.202220 -0.215343 
1 77 -0.030620 -0.045464 
1 78 0.082797 0.089805 
1 79 0.023009 0.033116 
1 80 0.076201 0.061060 
1 81 -0.022233 -0.026710 
1 82 -0.020076 -0.035769 
1 83 0.018656 0.041674 
1 84 0.041005 0.035035 
1 85 0.019830 0.025156 
1 86 0.011901 0.013629 
1 87 -0.067066 -0.057037 
1 88 0.037756 0.026908 
1 89 0.012182 0.010910 
1 90 0.112948 0.114821 
1 91 0.119892 0.117777 
1 92 0.018516 0.012454 
1 93 -0.037528 -0.036236 
1 94 -0.063873 -0.046962 
1 95 0.042349 0.024463 
1 96 0.007734 -0.001464 
1 97 -0.034385 -0.010313 
1 98 0.004360 -0.006538 
1 99 -0.062000 -0.061891 
1 100 0.069803 0.073090 
2 1 -0.044713 -0.054721 
2 2 0.122451 0.138911 
2 3 0.040349 0.034633 
2 4 0.059358 0.076066 
2 5 -0.109491 -0.119312 
2 6 0.016938 0.015009 
2 7 0.074056 0.094157 
2 8 -0.095370 -0.095884 
2 9 -0.026622 -0.027567 
2 10 0.003261 0.017504 
2 11 -0.137312 -0.157806 
2 12 0.031516 0.025833 
2 13 0.084616 0.081474 
2 14 -0.085952 -0.090055 
2 15 0.035055 0.036282 
2 16 -0.131228 -0.145977 
2 17 -0.003870 -0.015512 
2 18 -0.161577 -0.146578 
2 19 0.112142 0.117829 
2 20 0.040890 0.055137 
2 21 -0.002462 -0.003656 
2 22 -0.077516 -0.070841 
2 23 0.127376 0.135737 
2 24 0.196710 0.184209 
2 25 -0.185798 -0.194663 
2 26 0.123616 0.128847 
2 27 0.162765 0.166688 
2 28 0.033801 0.024791 
2 29 -0.119927 -0.134256 
2 30 0.086335 0.098288 
2 31 -0.018092 -0.025179 
2 32 -0.060392 -0.046380 
2 33 -0.123006 -0.106476 
2 34 0.055054 0.063808 
2 35 0.079281 0.064016 
2 36 -0.062353 -0.071293 
2 37 0.052058 0.040432 
2 38 -0.114434 -0.111841 
2 39 0.080186 0.068652 
2 40 0.004657 0.005410 
2 41 -0.018657 -0.016464 
2 42 -0.010175 -0.011526 
2 43 0.086889 0.080876 
2 44 0.075041 0.054632 
2 45 0.052947 0.060005 
2 46 0.013770 0.022426 
2 47 0.007782 0.000221 
2 48 0.061838 0.067619 
2 49 0.023249 0.022223 
2 50 0.068255 0.072828 
2 51 -0.031012 -0.036236 
2 52 -0.243484 -0.231288 
2 53 0.103882 0.099666 
2 54 0.218698 0.212456 
2 55 0.044136 0.052546 
2 56 -0.010016 -0.016581 
2 57 -0.013644 0.003912 
2 58 -0.011905 -0.044480 
2 59 0.001741 -0.012083 
2 60 -0.112202 -0.128804 
2 61 -0.051709 -0.051612 
2 62 -0.099703 -0.101868 
2 63 0.024880 0.069766 
2 64 -0.029664 -0.048297 
2 65 0.049521 0.032373 
2 66 -0.017470 -0.018432 
2 67 0.098634 0.111061 
2 68 0.021353 0.011825 
2 69 0.219070 0.233718 
2 70 -0.189636 -0.200249 
2 71 -0.064692 -0.062087 
2 72 0.090149 0.081381 
2 73 0.252833 0.259482 
2 74 -0.024863 -0.015591 
2 75 0.004367 -0.001923 
2 76 -0.022631 -0.017097 
2 77 0.133146 0.119768 
2 78 -0.028731 -0.067301 
2 79 0.068007 0.074501 
2 80 -0.031980 -0.036704 
2 81 -0.127256 -0.093860 
2 82 0.031355 0.011996 
2 83 0.050318 0.060121 
2 84 0.129323 0.128044 
2 85 -0.011045 -0.000181 
2 86 -0.061736 -0.075005 
2 87 0.056276 0.058920 
2 88 0.024074 0.023395 
2 89 0.028067 0.009143 
2 90 -0.007311 -0.018179 
2 91 0.116034 0.118634 
2 92 0.036949 0.020045 
2 93 0.190466 0.187229 
2 94 0.111106 0.078455 
2 95 0.065905 0.075528 
2 96 -0.162744 -0.174814 
2 97 0.060232 0.079761 
2 98 0.042028 0.027732 
2 99 0.081095 0.098615 
2 100 0.104444 0.088606 
3 1 -0.040088 -0.028506 
3 2 0.082401 0.080306 
3 3 -0.056231 -0.073360 
3 4 0.195488 0.185597 
3 5 -0.133195 -0.134811 
3 6 -0.176069 -0.154502 
3 7 -0.165072 -0.145832 
3 8 -0.089056 -0.095781 
3 9 -0.111912 -0.143075 
3 10 0.195608 0.189711 
3 11 -0.032650 -0.036602 
3 12 -0.134268 -0.118491 
3 13 0.111438 0.100395 
3 14 -0.058652 -0.061333 
3 15 -0.123685 -0.114540 
3 16 0.087584 0.089770 
3 17 0.062336 0.058606 
3 18 -0.043496 -0.050405 
3 19 0.140754 0.140890 
3 20 0.012910 0.031206 
3 21 0.161695 0.160939 
3 22 0.050274 0.059032 
3 23 0.155881 0.150734 
3 24 0.010940 0.005897 
3 25 -0.121974 -0.120030 
3 26 0.244937 0.239144 
3 27 -0.054577 -0.044910 
3 28 -0.019884 -0.019907 
3 29 -0.070040 -0.058332 
3 30 -0.020339 0.001578 
3 31 0.024267 0.024169 
3 32 0.020183 0.023444 
3 33 0.066102 0.061453 
3 34 0.179216 0.175937 
3 35 -0.012046 -0.008212 
3 36 -0.123312 -0.120095 
3 37 -0.118232 -0.137986 
3 38 -0.066575 -0.058178 
3 39 -0.167420 -0.158792 
3 40 0.082503 0.078935 
3 41 -0.049821 -0.047481 
3 42 -0.031098 -0.035405 
3 43 -0.000189 -0.009419 
3 44 -0.139662 -0.134973 
3 45 -0.086132 -0.096034 
3 46 0.067471 0.066242 
3 47 0.061854 0.030804 
3 48 -0.044317 -0.056723 
3 49 0.181053 0.162391 
3 50 -0.130573 -0.142234 
3 51 -0.034499 -0.023605 
3 52 -0.023084 -0.013448 
3 53 -0.279309 -0.284791 
3 54 0.193753 0.177227 
3 55 0.036633 0.034075 
3 56 -0.104459 -0.112394 
3 57 0.205117 0.184601 
3 58 0.058566 0.059462 
3 59 0.042953 0.025789 
3 60 -0.060700 -0.042883 
3 61 0.010622 0.001237 
3 62 -0.152568 -0.133442 
3 63 0.079503 0.097778 
3 64 -0.037444 -0.042162 
3 65 0.013405 -0.000611 
3 66 0.120205 0.127699 
3 67 0.028475 0.058927 
3 68 0.026247 0.027867 
3 69 0.027650 0.022342 
3 70 -0.073327 -0.077158 
3 71 0.083600 0.078145 
3 72 0.154336 0.170772 
3 73 0.075881 0.081110 
3 74 0.088491 0.097841 
3 75 -0.087728 -0.077326 
3 76 -0.086779 -0.090576 
3 77 -0.144088 -0.135601 
3 78 0.123225 0.119760 
3 79 -0.025418 -0.011549 
3 80 0.139984 0.123986 
3 81 -0.078191 -0.085232 
3 82 -0.043751 -0.044252 
3 83 0.009543 0.011259 
3 84 0.092145 0.064694 
3 85 0.006075 -0.007566 
3 86 0.021112 0.014398 
3 87 0.001653 -0.027702 
3 88 0.017719 0.009849 
3 89 -0.111647 -0.105093 
3 90 0.008093 -0.004123 
3 91 -0.018658 -0.022918 
3 92 -0.005682 -0.018525 
3 93 0.049234 0.065037 
3 94 -0.068068 -0.073399 
3 95 -0.008451 -0.010673 
3 96 -0.029736 -0.033819 
3 97 0.041730 0.049760 
3 98 0.078477 0.071168 
3 99 -0.095543 -0.109896 
3 100 0.058591 0.071868 
4 1 0.206578 0.204937 
4 2 -0.147116 -0.171798 
4 3 -0.083017 -0.071394 
4 4 -0.088058 -0.077679 
4 5 -0.027910 -0.037488 
4 6 0.162285 0.157315 
4 7 0.001335 0.013274 
4 8 -0.069469 -0.074377 
4 9 0.062180 0.075840 
4 10 -0.059980 -0.060884 
4 11 0.112341 0.100512 
4 12 0.030527 0.037201 
4 13 0.138878 0.151585 
4 14 -0.066134 -0.060429 
4 15 0.303086 0.309919 
4 16 0.082458 0.067474 
4 17 0.065458 0.062606 
4 18 -0.005119 -0.007628 
4 19 -0.072560 -0.091353 
4 20 -0.086777 -0.087881 
4 21 -0.013598 -0.005888 
4 22 -0.079727 -0.080251 
4 23 0.028268 0.024576 
4 24 -0.082610 -0.066736 
4 25 0.062108 0.056331 
4 26 0.095612 0.075879 
4 27 -0.070584 -0.083800 
4 28 0.119269 0.097474 
4 29 -0.023794 -0.003483 
4 30 0.115529 0.091060 
4 31 0.043817 0.067059 
4 32 0.112233 0.119159 
4 33 -0.099702 -0.087646 
4 34 -0.010679 -0.013499 
4 35 0.145143 0.168649 
4 36 -0.061804 -0.062759 
4 37 -0.203720 -0.217222 
4 38 -0.194259 -0.191493 
4 39 -0.250644 -0.266973 
4 40 -0.211416 -0.179992 
4 41 -0.041164 -0.023050 
4 42 0.127853 0.117865 
4 43 -0.044223 -0.017363 
4 44 0.032353 0.017817 
4 45 -0.010999 -0.010992 
4 46 0.000855 -0.011711 
4 47 -0.016820 -0.011617 
4 48 -0.017418 -0.008607 
4 49 0.046116 0.057832 
4 50 -0.117598 -0.095644 
4 51 0.101013 0.087425 
4 52 0.092002 0.088531 
4 53 -0.019506 0.004702 
4 54 0.080539 0.089456 
4 55 -0.070134 -0.062682 
4 56 -0.053722 -0.048826 
4 57 0.015626 0.004954 
4 58 -0.019022 -0.019475 
4 59 -0.044874 -0.040584 
4 60 -0.067245 -0.056246 
4 61 -0.055749 -0.032257 
4 62 0.093917 0.102252 
4 63 -0.194332 -0.202074 
4 64 0.035249 0.014986 
4 65 -0.023644 -0.023258 
4 66 0.072781 0.036950 
4 67 0.051507 0.065004 
4 68 -0.278253 -0.231436 
4 69 0.058465 0.058933 
4 70 0.032427 0.053566 
4 71 0.002186 0.023837 
4 72 -0.046867 -0.032151 
4 73 0.085328 0.094859 
4 74 -0.041303 -0.035414 
4 75 0.183472 0.170591 
4 76 0.056438 0.053082 
4 77 0.213783 0.217568 
4 78 -0.078553 -0.054576 
4 79 -0.175593 -0.153232 
4 80 0.071479 0.046229 
4 81 0.085270 0.085105 
4 82 0.003536 0.023600 
4 83 -0.153879 -0.151217 
4 84 -0.044790 -0.037352 
4 85 0.061799 0.073613 
4 86 -0.018418 0.010797 
4 87 -0.011599 -0.001401 
4 88 -0.017546 -0.006239 
4 89 -0.093391 -0.102929 
4 90 -0.053302 -0.038593 
4 91 -0.142656 -0.107535 
4 92 0.176796 0.167322 
4 93 -0.047537 -0.019986 
4 94 0.047761 0.055847 
4 95 -0.102189 -0.106964 
4 96 0.079453 0.070637 
4 97 -0.187316 -0.189206 
4 98 0.092062 0.080084 
4 99 -0.003537 -0.021156 
4 100 0.211061 0.192769 
5 1 -0.130653 -0.139519 
